0.7 3.09712 3.09712 2 1 0
0.714326 3.12935 3.12935 1 1 0
0.724699 3.15405 3.15405 1 1 0
0.741987 3.19521 3.19521 1 1 0
0.759275 3.23637 3.23637 1 1 0
0.776563 3.27753 3.27753 1 1 0
0.793851 3.31869 3.31869 1 1 0
0.811139 3.35986 3.35986 1 1 0
0.828427 3.40102 3.40102 1 1 0
0.845715 3.44218 3.44218 1 1 0
0.863003 3.48334 3.48334 1 1 0
0.880291 3.5245 3.5245 1 1 0
0.897579 3.56566 3.56566 1 1 0
0.914867 3.60683 3.60683 1 1 0
0.932155 3.64799 3.64799 1 1 0
0.949443 3.68915 3.68915 1 1 0
0.950756 3.69228 3.69228 1 1 0
0.968044 3.73344 3.73344 2 1 0
0.985332 3.7746 3.7746 2 1 0
1.00262 3.81576 3.81576 2 1 0
0.950756 3.69228 3.69228 2 2 0
0.950305 3.72712 3.72712 2 2 0
0.950038 3.74712 3.74712 2 2 0
0.949745 3.76912 3.76912 2 2 0
0.949158 3.81312 3.81312 2 2 0
0.948492 3.86311 3.86311 2 2 0
0.947825 3.91311 3.91311 2 2 0
0.947159 3.9631 3.9631 2 2 0
0.946492 4.0131 4.0131 2 2 0
0.945825 4.06309 4.06309 2 2 0
0.945159 4.11309 4.11309 2 2 0
0.944492 4.16308 4.16308 2 2 0
0.943826 4.21308 4.21308 2 2 0
0.943159 4.26308 4.26308 2 2 0
0.942492 4.31307 4.31307 2 2 0
0.941826 4.36307 4.36307 2 2 0
0.941159 4.41306 4.41306 2 2 0
0.940493 4.46306 4.46306 2 2 0
0.939826 4.51305 4.51305 2 2 0
0.939159 4.56305 4.56305 2 2 0
0.938493 4.61304 4.61304 2 2 0
0.937826 4.66304 4.66304 2 2 0
0.93716 4.71304 4.71304 2 2 0
0.936493 4.76303 4.76303 2 2 0
0.935826 4.81303 4.81303 2 2 0
0.93516 4.86302 4.86302 2 2 0
0.934493 4.91302 4.91302 2 2 0
0.933826 4.96301 4.96301 2 2 0
0.93316 5.01301 5.01301 2 2 0
0.932493 5.063 5.063 2 2 0
0.931827 5.113 5.113 2 2 0
0.93116 5.163 5.163 2 2 0
0.930493 5.21299 5.21299 2 2 0
0.929827 5.26299 5.26299 2 2 0
0.92916 5.31298 5.31298 2 2 0
0.928494 5.36298 5.36298 2 2 0
0.927827 5.41297 5.41297 2 2 0
0.92716 5.46297 5.46297 2 2 0
0.926494 5.51296 5.51296 2 2 0
0.925827 5.56296 5.56296 2 2 0
0.925161 5.61296 5.61296 2 2 0
0.924494 5.66295 5.66295 2 2 0
0.923827 5.71295 5.71295 2 2 0
0.923161 5.76294 5.76294 2 2 0
0.922494 5.81294 5.81294 2 2 0
0.921828 5.86293 5.86293 2 2 0
0.921161 5.91293 5.91293 2 2 0
0.920494 5.96292 5.96292 2 2 0
0.919828 6.01292 6.01292 2 2 0
0.919161 6.06292 6.06292 2 2 0
0.918495 6.11291 6.11291 2 2 0
0.917828 6.16291 6.16291 2 2 0
0.917161 6.2129 6.2129 2 2 0
0.916495 6.2629 6.2629 2 2 0
0.915828 6.31289 6.31289 2 2 0
0.915161 6.36289 6.36289 2 2 0
0.914495 6.41288 6.41288 2 2 0
0.913828 6.46288 6.46288 2 2 0
0.913162 6.51288 6.51288 2 2 0
0.912495 6.56287 6.56287 2 2 0
0.911828 6.61287 6.61287 2 2 0
0.911162 6.66286 6.66286 2 2 0
0.910495 6.71286 6.71286 2 2 0
0.909829 6.76285 6.76285 2 2 0
0.909162 6.81285 6.81285 2 2 0
0.908495 6.86284 6.86284 2 2 0
0.907829 6.91284 6.91284 2 2 0
0.907162 6.96284 6.96284 2 2 0
0.906496 7.01283 7.01283 2 2 0
0.905829 7.06283 7.06283 2 2 0
0.905162 7.11282 7.11282 2 2 0
0.904496 7.16282 7.16282 2 2 0
0.903829 7.21281 7.21281 2 2 0
0.903163 7.26281 7.26281 2 2 0
0.902496 7.3128 7.3128 2 2 0
0.901829 7.3628 7.3628 2 2 0
0.901163 7.4128 7.4128 2 2 0
0.900496 7.46279 7.46279 2 2 0
0.89983 7.51279 7.51279 2 2 0
0.899163 7.56278 7.56278 2 2 0
0.898496 7.61278 7.61278 2 2 0
0.89783 7.66277 7.66277 2 2 0
0.897163 7.71277 7.71277 2 2 0
0.896496 7.76276 7.76276 2 2 0
0.89583 7.81276 7.81276 2 2 0
0.895163 7.86276 7.86276 2 2 0
0.894497 7.91275 7.91275 2 2 0
0.89383 7.96275 7.96275 2 2 0
0.893163 8.01274 8.01274 2 2 0
0.892497 8.06274 8.06274 2 2 0
0.89183 8.11273 8.11273 2 2 0
0.891164 8.16273 8.16273 2 2 0
0.890497 8.21272 8.21272 2 2 0
0.88983 8.26272 8.26272 2 2 0
0.889164 8.31272 8.31272 2 2 0
0.888497 8.36271 8.36271 2 2 0
0.887831 8.41271 8.41271 2 2 0
0.887164 8.4627 8.4627 2 2 0
0.886497 8.5127 8.5127 2 2 0
0.885831 8.56269 8.56269 2 2 0
0.885164 8.61269 8.61269 2 2 0
0.884498 8.66268 8.66268 2 2 0
0.883831 8.71268 8.71268 2 2 0
0.883164 8.76268 8.76268 2 2 0
0.882498 8.81267 8.81267 2 2 0
0.881831 8.86267 8.86267 2 2 0
0.881164 8.91266 8.91266 2 2 0
0.880498 8.96266 8.96266 2 2 0
0.879831 9.01265 9.01265 2 2 0
0.879165 9.06265 9.06265 2 2 0
0.878498 9.11264 9.11264 2 2 0
0.877831 9.16264 9.16264 2 2 0
0.877165 9.21264 9.21264 2 2 0
0.876498 9.26263 9.26263 2 2 0
